lien_he,tu_van,bao_gia,demo,qtam,qd,tg,age,web_time,frac_react,frac_cmt,avg_res,target,size_Large,size_Medium,size_Micro,size_Small,role_CEO,role_Director,role_Engineer,role_Founder,role_Manager,role_Marketing,role_Procurement,role_Sales,channel_Web,channel_ZALO
0,0,0,0,0,0,0,42,102.3,0.047,0.009,94783,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,0,0,0,1,1,58,254.0,0.196,0.005,6542,2,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,0,0,0,1,0,0,48,117.8,0.021,0.005,110444,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True
1,0,0,0,0,0,0,38,42.7,0.006,0.003,160988,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,0,1,0,1,55,899.0,0.138,0.013,4188,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1,0,0,0,1,1,1,35,384.1,0.161,0.079,1605,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,1,0,0,45,74.4,0.02,0.005,76709,1,False,True,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0,0,0,1,21,62.3,0.001,0.002,162088,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0,1,1,1,37,513.7,0.149,0.066,5028,2,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,0,0,1,1,0,0,54,554.2,0.219,0.028,6384,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,0,0,0,51,69.7,0.008,0.001,72646,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True
1,1,0,1,1,0,0,48,716.9,0.168,0.034,4107,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,0,0,0,25,43.8,0.001,0.003,124424,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,1,0,0,1,0,0,49,750.5,0.052,0.056,3352,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1,1,0,0,1,0,1,29,326.8,0.095,0.048,7191,2,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0,0,1,0,0,24,29.1,0.04,0.007,82727,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,1,0,0,1,1,1,60,668.6,0.22,0.048,2344,2,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1,1,0,0,1,1,1,28,480.7,0.083,0.061,6871,2,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0,0,1,0,0,46,23.5,0.034,0.002,66116,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,1,0,0,47,23.3,0.007,0.003,76416,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,0,0,1,0,44,643.9,0.225,0.035,6532,2,False,False,True,False,False,False,False,False,False,False,False,True,False,True
1,1,1,1,1,1,0,65,3253.7,0.329,0.075,1682,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,0,0,0,1,0,1,33,29.6,0.014,0.004,158128,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0,0,35,59.7,0.018,0.003,172787,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,1,1,1,1,1,1,43,1527.8,0.869,0.164,1693,3,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,0,0,1,1,1,44,284.1,0.226,0.074,5772,2,False,False,True,False,False,False,False,False,False,False,True,False,False,True
1,0,0,0,1,0,0,51,87.5,0.044,0.008,45633,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,0,0,0,1,0,0,28,226.2,0.118,0.052,3170,2,False,False,False,True,False,False,False,False,False,False,False,True,True,False
0,0,0,0,1,0,1,51,801.3,0.059,0.018,5458,2,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,1,1,0,1,1,1,52,3444.3,0.842,0.269,1313,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,0,0,1,0,47,15.2,0.018,0.009,34362,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,0,1,1,0,34,38.1,0.025,0.001,57760,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0,0,0,1,0,0,41,827.7,0.111,0.056,4353,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True
0,0,0,0,1,0,0,44,16.0,0.003,0.003,65162,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1,0,0,1,1,0,57,882.5,0.178,0.015,5183,2,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,0,0,0,0,0,0,25,34.9,0.016,0.01,134465,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,1,1,1,1,44,1539.0,0.82,0.147,1036,3,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,1,0,1,1,1,1,31,1289.6,0.177,0.126,1475,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,1,0,0,1,1,0,32,193.0,0.221,0.019,1978,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,1,0,0,1,0,1,36,719.2,0.179,0.072,812,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0,0,0,1,0,40,57.9,0.035,0.005,168319,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,1,1,0,1,1,1,56,1234.1,0.187,0.268,691,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,1,1,1,0,44,867.6,0.789,0.09,1626,3,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,1,0,0,1,1,1,33,519.9,0.138,0.071,4502,2,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,0,0,0,0,0,47,44.3,0.023,0.002,44250,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,1,1,1,1,0,1,33,3552.6,0.663,0.141,539,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,0,0,0,41,183.8,0.141,0.014,6019,2,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1,1,0,0,1,0,1,53,874.0,0.222,0.019,2116,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,0,0,0,0,0,45,80.4,0.023,0.004,161381,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,0,0,1,1,1,30,268.8,0.21,0.057,2141,2,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,1,1,1,1,1,1,62,2909.2,0.261,0.186,268,3,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,0,0,0,1,0,0,35,100.4,0.02,0.003,30512,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,1,1,0,1,1,0,56,581.0,0.165,0.056,4596,2,True,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0,0,0,0,46,76.6,0.032,0.004,117955,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,0,0,0,41,106.6,0.036,0.004,112877,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,1,1,1,1,38,2672.1,0.215,0.209,384,3,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0,0,0,0,1,0,33,46.3,0.013,0.007,49400,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,1,0,1,42,2059.1,0.895,0.32,1605,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1,0,0,0,0,0,0,26,115.7,0.038,0.01,163657,1,False,False,True,False,False,False,False,False,False,False,False,True,False,True
1,0,0,0,0,0,0,48,464.4,0.141,0.06,1413,2,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0,0,0,0,0,1,20,38.0,0.009,0.003,112392,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True
1,0,0,0,1,1,0,51,402.2,0.037,0.016,681,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1,0,0,0,1,0,0,27,882.6,0.246,0.065,4858,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False
1,1,1,1,1,1,1,48,3300.6,0.608,0.084,857,3,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0,1,0,0,1,1,1,50,148.8,0.104,0.059,6662,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,1,1,1,1,0,1,47,1080.1,0.171,0.325,1243,3,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,0,0,0,0,0,0,43,10.5,0.033,0.001,81708,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,0,1,1,1,59,353.4,0.177,0.066,5292,2,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,1,0,0,1,1,0,31,183.9,0.044,0.072,4501,2,False,False,False,True,False,False,False,False,False,False,False,True,False,True
0,0,0,0,0,0,0,36,53.7,0.022,0.009,131930,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False
1,0,0,0,1,1,1,58,489.2,0.194,0.076,3625,2,False,False,True,False,False,False,False,False,False,False,True,False,False,True
1,1,0,1,1,0,1,46,953.2,0.379,0.169,632,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1,0,0,0,1,1,0,56,391.9,0.221,0.036,5294,2,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,0,1,0,28,81.7,0.007,0.007,27013,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True
1,1,1,1,1,0,1,62,1432.1,0.216,0.091,80,3,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1,1,0,0,1,0,1,28,705.4,0.141,0.006,5992,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,0,0,1,1,1,65,2420.6,0.451,0.047,1795,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False
1,1,1,0,1,0,1,52,3539.4,0.556,0.136,404,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0,0,40,11.7,0.019,0.003,111819,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,1,1,1,1,1,0,43,2078.9,0.714,0.172,265,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0,0,0,0,21,92.7,0.033,0.001,152562,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,1,1,1,1,59,152.6,0.209,0.077,5685,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1,0,0,0,1,0,0,44,101.7,0.014,0.002,143608,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0,0,0,1,0,0,57,323.9,0.196,0.039,2614,2,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0,1,0,1,0,1,55,255.4,0.152,0.057,4605,2,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,1,1,1,1,1,0,29,970.2,0.879,0.169,1261,3,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,1,0,0,1,1,0,39,838.7,0.109,0.012,5625,2,False,False,True,False,False,False,False,False,False,True,False,False,True,False
1,0,1,1,0,0,1,38,428.9,0.221,0.048,4646,2,False,False,True,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0,0,0,0,28,112.4,0.043,0.009,75513,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,1,0,0,0,0,0,55,78.7,0.047,0.001,88272,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,1,1,1,39,535.3,0.1,0.034,3341,2,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0,1,1,0,24,42.9,0.003,0.006,10906,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,1,0,0,1,0,0,46,739.4,0.238,0.063,5675,2,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0,1,0,1,1,0,1,29,162.7,0.164,0.037,1434,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,0,0,0,1,0,1,25,740.2,0.224,0.051,3382,2,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,0,0,0,0,0,1,37,516.9,0.108,0.041,5686,2,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1,0,0,1,1,1,44,235.0,0.098,0.031,3621,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,1,1,1,0,1,63,1186.2,0.3,0.366,1638,3,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,0,0,0,0,0,41,42.8,0.005,0.009,14660,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,1,0,0,1,0,1,46,263.7,0.248,0.032,1204,2,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,0,0,1,0,1,37,290.8,0.088,0.018,5142,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,0,0,0,0,28,112.7,0.015,0.002,101209,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,1,1,1,0,0,33,415.0,0.112,0.05,5811,2,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,0,0,0,0,0,0,40,96.5,0.044,0.009,156713,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,1,1,0,1,1,1,32,2853.9,0.634,0.218,1051,3,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0,1,0,0,1,0,1,27,472.6,0.082,0.021,4081,2,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,1,1,1,1,1,1,36,2156.5,0.323,0.045,1079,3,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1,1,0,0,1,0,0,39,823.2,0.095,0.043,5078,2,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,1,0,0,0,0,0,46,756.1,0.18,0.026,6380,2,False,True,False,False,False,False,False,False,False,True,False,False,True,False
0,1,0,0,1,1,0,47,711.1,0.033,0.054,6835,2,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1,1,1,0,1,1,1,42,2872.9,0.692,0.201,1651,3,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0,0,0,1,0,0,55,71.4,0.006,0.009,6137,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,0,0,0,1,1,1,44,562.7,0.037,0.015,3305,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1,1,0,0,1,1,0,49,376.5,0.242,0.053,3095,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,0,0,0,0,0,0,31,37.6,0.012,0.007,21944,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0,0,1,1,1,0,51,865.0,0.22,0.015,2284,2,True,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,0,0,0,0,0,32,28.2,0.05,0.004,108257,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,0,0,0,1,0,0,54,598.2,0.208,0.018,2640,2,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0,0,0,0,26,106.8,0.008,0.009,144564,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,1,0,0,55,91.9,0.025,0.008,111104,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,1,0,0,1,1,0,50,128.4,0.055,0.074,3279,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,1,0,0,1,0,0,42,593.5,0.069,0.014,6673,2,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,1,0,0,1,0,0,59,157.2,0.17,0.044,6027,2,False,False,False,True,False,False,False,False,False,False,False,True,True,False
1,0,0,0,0,1,1,40,191.3,0.123,0.079,3361,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,0,1,1,0,38,1847.0,0.231,0.151,1181,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,1,0,0,1,0,0,25,423.6,0.131,0.01,2881,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,0,1,1,0,59,868.0,0.162,0.079,6304,2,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,1,0,0,1,1,1,55,594.7,0.159,0.034,5847,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,1,0,0,1,0,0,52,166.7,0.112,0.027,1842,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False
1,0,0,1,1,1,0,45,625.5,0.093,0.007,6603,2,False,False,True,False,False,True,False,False,False,False,False,False,False,True
0,0,0,0,1,0,0,34,42.0,0.022,0.0,132481,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0,0,0,0,55,14.0,0.036,0.003,55382,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0,0,0,0,0,0,37,50.8,0.008,0.004,136059,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,0,1,0,0,44,551.2,0.069,0.034,3105,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,0,0,1,0,0,25,435.6,0.121,0.035,6680,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,1,0,0,0,1,0,35,721.6,0.195,0.031,6409,2,False,False,False,True,False,False,False,False,False,False,False,True,False,True
1,1,0,1,1,0,0,48,592.2,0.238,0.016,2626,2,False,False,True,False,False,False,False,False,False,False,True,False,False,True
1,1,0,0,1,1,0,30,249.3,0.124,0.057,4701,2,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,1,1,1,1,1,1,33,3042.7,0.352,0.108,1562,3,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1,1,1,0,0,1,1,43,412.2,0.185,0.02,2090,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1,0,0,1,1,0,51,797.3,0.067,0.027,3694,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,0,0,0,20,81.5,0.039,0.0,58930,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,1,1,0,1,0,0,52,814.3,0.25,0.066,3559,2,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0,0,0,0,0,1,33,797.8,0.091,0.057,2636,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1,1,0,0,0,1,1,45,876.3,0.192,0.056,2513,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,1,0,0,1,1,1,31,272.2,0.061,0.044,5284,2,True,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,1,0,1,1,0,63,3465.2,0.512,0.23,528,3,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0,0,0,0,0,0,30,30.3,0.013,0.005,35869,1,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,1,0,0,1,0,1,29,699.5,0.19,0.054,7031,2,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1,1,0,0,0,0,1,37,219.4,0.099,0.034,6636,2,False,False,True,False,False,True,False,False,False,False,False,False,False,True
0,0,0,0,1,1,0,43,50.5,0.027,0.005,41532,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,1,1,0,1,1,0,46,1560.4,0.527,0.285,590,3,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1,1,1,1,1,1,1,52,3083.7,0.308,0.301,1689,3,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,1,1,0,39,50.1,0.021,0.005,94906,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,1,1,1,1,1,1,40,892.0,0.393,0.323,1678,3,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,0,0,0,0,0,50,30.1,0.037,0.007,5994,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,1,1,1,1,35,879.8,0.07,0.009,4822,2,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,1,0,0,0,0,0,36,794.6,0.173,0.026,5950,2,True,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,0,0,1,0,1,55,261.3,0.137,0.053,4152,2,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,1,1,0,45,99.0,0.039,0.005,20359,1,False,False,True,False,False,False,False,False,False,False,False,True,True,False
1,1,0,0,1,1,1,36,552.7,0.206,0.014,1655,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,0,0,0,0,0,59,120.1,0.096,0.076,4855,2,False,False,False,True,False,False,False,False,False,False,False,True,True,False
1,1,1,1,1,0,1,48,2214.6,0.307,0.067,1708,3,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,0,1,0,0,55,19.8,0.031,0.001,70438,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0,0,0,0,0,1,0,29,77.4,0.013,0.006,54096,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,0,0,1,0,1,49,180.5,0.057,0.013,5092,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1,0,1,0,0,1,0,31,862.4,0.202,0.014,4912,2,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,1,0,0,1,1,1,31,858.3,0.116,0.031,6672,2,False,False,True,False,False,False,False,False,False,False,True,False,False,True
1,1,1,0,1,0,1,34,562.7,0.089,0.074,5836,2,False,False,False,True,False,False,False,False,False,False,True,False,False,True
1,1,1,0,1,1,1,39,2106.7,0.357,0.188,1501,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1,1,1,1,1,1,1,54,838.4,0.697,0.38,368,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,1,0,0,1,1,33,654.4,0.179,0.045,1621,2,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1,1,0,0,1,1,0,58,469.9,0.067,0.075,6856,2,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0,1,0,0,48,314.8,0.149,0.062,1565,2,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0,0,0,0,0,0,0,39,107.6,0.042,0.001,5144,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,0,0,0,56,521.2,0.064,0.014,4592,2,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0,0,0,0,0,0,0,31,118.8,0.033,0.004,40267,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,1,0,0,0,0,46,275.2,0.135,0.055,2777,2,False,False,True,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0,0,0,0,45,17.6,0.005,0.0,44374,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,0,1,0,20,37.5,0.004,0.004,165503,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True
0,0,0,0,1,1,1,35,86.2,0.04,0.007,135283,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,1,0,0,0,0,0,37,600.8,0.05,0.009,3936,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,1,0,0,0,0,0,32,855.5,0.187,0.024,989,2,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0,0,0,0,26,114.1,0.018,0.003,28998,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True
1,1,0,0,1,1,1,48,575.8,0.049,0.013,5757,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,1,1,0,0,1,1,29,355.2,0.134,0.062,4970,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0,0,0,1,1,1,47,679.5,0.23,0.01,4032,2,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1,1,0,0,1,0,1,28,654.1,0.221,0.078,1955,2,False,False,False,True,False,False,False,False,False,False,False,True,False,True
1,1,0,0,1,0,1,25,672.0,0.146,0.028,2404,2,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0,0,0,0,29,105.4,0.003,0.01,58643,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0,0,1,1,33,373.2,0.043,0.066,3512,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1,0,0,0,1,0,1,26,77.9,0.028,0.008,61439,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,1,0,0,47,15.8,0.009,0.002,49766,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0,0,0,0,31,21.5,0.021,0.005,172714,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,0,1,1,1,1,34,930.1,0.16,0.337,119,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,1,0,0,20,14.8,0.007,0.008,120077,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,1,1,1,1,0,1,45,663.6,0.183,0.232,240,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,1,0,1,0,1,39,252.3,0.054,0.013,2908,2,True,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,1,1,1,1,0,58,650.0,0.063,0.055,3070,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0,1,0,0,1,0,1,29,234.3,0.063,0.039,7127,2,False,False,True,False,False,False,False,False,False,False,True,False,True,False
1,1,1,0,1,1,1,45,3584.3,0.286,0.172,683,3,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1,1,0,0,0,1,1,49,540.2,0.138,0.045,2485,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1,1,0,0,1,1,0,25,555.5,0.241,0.074,1088,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,1,1,1,1,1,0,57,1327.5,0.771,0.051,312,3,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0,0,1,0,0,23,101.3,0.044,0.0,99346,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,1,0,0,50,52.3,0.017,0.008,7062,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0,0,0,0,0,0,0,20,114.0,0.023,0.007,71247,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1,1,1,1,1,1,1,33,2829.4,0.45,0.051,833,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,1,1,0,40,11.3,0.019,0.004,74357,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,1,0,0,54,73.7,0.038,0.003,148222,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,0,0,0,50,15.7,0.015,0.01,77630,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,1,1,1,1,1,1,36,1821.9,0.706,0.067,1683,3,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,1,0,1,1,1,1,30,2647.1,0.209,0.262,1501,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,0,0,0,1,52,95.3,0.017,0.004,116558,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,0,0,0,1,0,29,97.5,0.007,0.009,147028,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,1,1,1,1,38,1440.4,0.422,0.063,396,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1,1,1,0,1,1,1,56,432.7,0.219,0.074,1656,2,False,False,True,False,False,False,False,False,False,True,False,False,False,True
1,1,0,0,1,0,1,27,736.7,0.184,0.047,1866,2,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,1,1,0,1,1,0,52,1997.6,0.632,0.363,982,3,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0,0,0,1,0,0,45,44.4,0.03,0.002,128438,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,1,0,0,22,112.7,0.018,0.004,127701,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,1,0,0,31,36.5,0.004,0.009,121937,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,1,1,1,1,1,1,33,1093.6,0.412,0.185,1003,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1,1,0,1,1,1,1,37,232.8,0.176,0.067,6615,2,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1,0,0,0,0,1,0,51,122.9,0.129,0.067,1629,2,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1,1,0,0,0,1,1,49,862.9,0.244,0.048,717,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,0,0,0,0,0,1,51,766.0,0.124,0.078,3351,2,True,False,False,False,False,False,False,False,False,True,False,False,False,True
